id,treatment_id,date,reason_for_taking,reviewer_info,effectiveness,easeofuse,satsfaction,comment,people_find_helpful
11,1,5/22/2015 12:49:33 AM,Critical illness (trauma),"bromelain,  Female  on Treatment for less than 1 month (Consumer)",4,4,4,Had much swelling due to trauma and after taking this for one week I could feel a noticeable difference and an increase in size because inflammation was decreasing,0
12,1,5/19/2015 9:41:09 AM,Arthritis,45-54 Male  (Consumer),5,5,5,"I use Bromelain for Gout relief. It has a very dramatic effect, and works much better than colchicine, without the side effects, and its much less expensive as well. I'm surprised bromelain is not recommended as the the primary treatment for inflammation and pain gout.",7
13,1,10/29/2014 4:33:07 AM,Rhinosinusitis,"hellowebmd,  Female  on Treatment for less than 1 month (Consumer)",4,5,5,"Seems to decrease congestion, stuffiness, and swelling in paranasal sinuses and/or nostrils for me.

I have a deviated septum (""S""-shape curve: to left on top and to the right on bottom of sinus) from sports and enlarged left sinus and am usually congested nearly 24/7.

I still do not feel that my breathing is completely clear but this seems to decrease swelling, congestion, and stuffiness in my face.

Did not use in conjunction with corticosteroid sprays, Sudafed, etc.

Do also use Emergen-C (but do not think that directly relates to help in this condition as I had been taking that before Bromelain).  Specific supplement used is the WEBBER NATURALS TURMERIC BROMELAIN, so yes, it could also be the turmeric.  Planning to buy pure bromelain supplement next.

Specific Product: WEBBER NATURALS TURMERIC BROMELAIN.",3
14,1,10/16/2014 9:14:00 AM,Arthritis,"don&#39;t have one, 55-64 Female  on Treatment for 1 to 6 months (Consumer)",5,5,3,This worked great for about 2 months and then all in pain returned. I was so disappointed but I had a good few months.,4
15,1,9/28/2014 6:47:36 PM,Pain,"Janie, 75 or over Female  on Treatment for less than 1 month (Consumer)",1,4,1,Caused rash and some itching on torso!,5
16,1,9/18/2014 7:50:28 PM,Sinusitis,"sinus bromelain, 25-34 Male  on Treatment for 1 to 6 months (Consumer)",5,5,5,"Started getting terrible sinus infections once a month, Dr's kept gving me antiB's, infections kept coming back. Started taking bromelain, no more sinus infections and I finally don't sneeze 5,000 times a day,as I did for my entire life",14
17,1,6/30/2014 11:37:56 PM,Sinusitis,"happy husband, 45-54 Male  (Consumer)",5,5,5,"Couldn't breath through my nose for 5 years.  Couldn't sleep at night because I couldn't breath. My wife researched to find something that wouldn't harm my health since she worried about all the nose sprays, Tylenol,  ibuprofen I consumed daily. She came up with Bromelain 500 mg (1000 GDU's) 3 times a day. After the second dose I noticed a difference.  I slept through the night,  first time in years..... Needless to say Bromelain IS a blessing.  To top it off my knee pain & swelling is also gone from sports injuries.  Basketball & Football. Bromelain I INCREDIBLE stuff. The trick is to take the bromelain on an empty stomach to rid allery/sinusitis.  Don't take my word for it, try it yourself. What a relief. ",29
18,1,6/8/2014 10:21:47 AM,Osteoarthritis,65-74 Female  on Treatment for 1 to 6 months (Consumer),5,5,5,Before eye surgery my doctor recommended Bromelain for swelling. I am still taking it one month after my surgery and I noticed my osteoarthritis in the right knee has no swelling and little pain. I have had swelling for the last 8 years and now my knee feels so much better. The only thing that I have done differently is I take 500 mg of Bromelain once a day. I threw the pain meds away.,7
19,1,3/15/2014 5:10:16 AM,Arthritis,55-64 Female  (Consumer),5,5,5,"Arthritis with knee pain, neck pain, muscle tenderness was relieved successfully.  I was previously taking 800 mg ibuprophen tid and was able to go to prn ibuprophen at 200 mg.

I noticed that my hands became more limber.  Also took this with Lyme disease. I feel that the ""rash"" and other symptoms significantly diminished with taking bromelain.",11
20,1,2/21/2014 8:13:55 PM,Arthritis,"Aussie 2, 55-64 Female  (Consumer)",3,3,3,"I have Rheumatoid but when I eat fresh pineapple can notice a difference in inflammation.

Strange tho as I think it has histamine in it.  I cannot eat fish because of its histamine.

Better results with SAMe tablets - my crp & esr greatly improved after 1 month on SAMe",4
21,1,1/16/2014 3:04:37 AM,Other,"W/Nature, 35-44 Female  on Treatment for 6 months to less than 1 year (Consumer)",5,5,5,"Several years ago I used Bromelain capsules because I read about the effect it had on body fat. After a few weeks I noticed my body looking slimmer and feeling tighter. 

I started exercising for about 10 minutes everyday and I felt and looked so good. For me, Bromelain help get rid of some of my excess fat. I plan to start using it again to help tone my body.",87
22,1,9/24/2013 6:47:40 PM,Arthritis,45-54 on Treatment for 1 to 6 months (Consumer),5,5,5,I use it to help with gout. If taken after eating food that may cause a gout attack oratfirst hints if symptoms - seems to work better than any convetional drug ,6
23,1,9/14/2013 10:03:08 PM,Other,75 or over Male  on Treatment for less than 1 month (Consumer),5,5,5,"Diagnosed with gastritis & hiatal hernia over 20 years ago.  I have been taking every antacid medicine, both prescribed & OTC.  All of them had bad side effects for me.  I have been chewing one Bromelain tablet after each meal for two weeks & the stomach pain is gone & no side effects.  Have not taken any antacid tablets for two weeks.  I feel like a new person.  I use Puritans Pride.",110
24,1,8/21/2013 12:32:01 AM,Osteoarthritis,"Everett, 65-74 Male  on Treatment for 2 to less than 5 years (Consumer)",5,3,5,"71 year old active, overweight male
osteoarthritis L5. Pain when standing more than 10 min.
Began 700mg bròmelain tid on empty stomach beginning April 2011.
Pain abruptly ceased January 3, 2012.
psoriasis greatly improved; no longer treated
c-reactive protein extremely low
also took Pancreatin, Papain, Trypsin, Chemotrypsin, & Rutin
",6
25,1,3/4/2013 10:49:07 PM,Other,"Jennifer, 55-64 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"After 3 days of 600 GDU/gm  500mg 3x daily, my sinus still have yellowish mucus, then I  got new bottle 2400 GDU/gm 500mg. After taking 2nd dose, it made the big difference, the mucus from the nose and chest are clear.",95
26,1,2/21/2013 1:55:53 PM,General Health &amp; Wellness,"MS.B, 55-64 Female  on Treatment for 5 to less than 10 years",5,5,5,"SENT HOME BY DOCTOR SEVERE SINUS INFECTION WATCH DR CHERRY (FROM HIS TV SHOW THE DOCTOR AND THE WORD)TEACH ABOUT BROMELAIN BOUGHT BROMELAIN AND HAVE BEEN USING IT EVER SINCE ABOUT 8YRS. NOW BEST PRODUCT YOU CAN GET NOW I USE IT FOR INDIGESTION ETC. EVEN BOUGHT CHEWABLE FOR MY GRANDKIDS 3& 4YRS. OLD THEY HAVE MINIMAL RUNNY NOSES AND ARE HARDLY EVER SICK. I LOVE IT AND SWEAR BY IT AND I SPREAD THE WORD TO EVERONE I CAN FOR COLDS,SINUS,CRAMPS ETC. SOLD ON IT.",11
27,1,2/11/2013 5:35:42 PM,Knee pain,45-54 Female  on Treatment for 1 to 6 months,4,4,4,,4
28,1,1/7/2013 10:12:52 PM,Pain,"Chi Chan, 25-34 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"I have a long history of chronic migraines but hate the idea of all the chemicals the doctor wanted to give me in the form of prescription drugs.

Yesterday I could feel some muscle tightening in my neck and my halo started, ONE dose of 400 mg Bromelain stopped that migraine in it's tracks! My neck muscle relaxed the halo disappeared!

In 16 years of dealing with migraines, this is the FIRST product to help me! And the speed in which it helped amazed me. I have already been recommending this stuff to friends!",19
29,1,10/21/2012 6:28:23 PM,Pain,35-44 Female  on Treatment for 2 to less than 5 years (Consumer),5,5,5,"I have ongoing sinus issues which cause extreme pain at times, which traditional pain meds won't even touch.  I've had sinus surgery (never again!) and it didn't help at all.  Bromelain is the only thing that really helps me and it acts quickly with no side-effects (for me).  Interactions aren't an issue for me because I'm not on any meds.  I only use it when needed.",11
30,1,1/16/2012 8:08:16 AM,General Health &amp; Wellness,25-34 Female  on Treatment for 1 to 6 months (Consumer),5,5,5,"I took this originally to sort of detox and flush my system since I read it flushes fat cells. In any event, I noticed by surprise my chronic knee pain disappeared (I have had general soreness for 10 + years) and I lost weight as well. I am in pretty good shape, working out 4 times per week and eating right most the time. I notice Bromelain allows be to have more cheat days, as my weight will remain stable. I do not think it could be used solely as a diet pill per se, just in conjunction with a healthy overall lifestyle. I do get mild headaches from it, but I suspect it because I have chronic sinuse blockage, and it is clearing those pathways. Also of note, I use Country Life Bromelain 500mg, 2000 GDU, which is not on the list of choices.",10
31,1,9/24/2011 10:10:20 PM,Other,55-64 Female  on Treatment for 10 years or more (Consumer),5,5,5,calms the  stomach,23
32,1,9/20/2011 7:35:49 AM,General Health &amp; Wellness,35-44 Female  on Treatment for less than 1 month (Consumer),3,3,3,I get nose bleeds within a day or two of using bromelain.  ,5
33,1,5/1/2011 10:50:52 PM,Other,35-44 Female  on Treatment for 2 to less than 5 years (Consumer),5,5,5,It was recommended for my asthma which could be fairly severe at times.  I was extremely skeptical but tried a formulation by Paradise herbals and have had consistent relief from shortness of breath and wheezing within approx .5 hrs of taking a dose.  The results are better for me than inhalers like xopenex and symbicort which work for a couple of days and then stop being effective.  I'm certainly not suggesting anyone else should give up an inhaler that works for them but I'd tried almost everything and was getting no relief except for from oral steroids.  Have tried other formulations from other companies and have not had the same response.  There are other ingredients which could be responsible for the effectiveness- I don't know.,53
34,1,4/12/2011 3:08:02 PM,Inflammatory bowel disease (IBD),45-54 Female  on Treatment for less than 1 month (Consumer),2,4,2,It would have been nice to have physician review side effects before use. I have had a month if menstrual bleeding starting 2 weeks after usage,3
35,1,3/22/2011 12:45:56 PM,Other,55-64 Male  on Treatment for 5 to less than 10 years (Consumer),5,5,5,"I have Carpal Tunnel syndrome (CTS) when I take Replenex which contains Glycosamine HCL, Bromelain,GInger & Green Tea Extract.
I see that it is not listed in the product drop-down menu below,I get mine from a company called Melaleuca.INC, it is $11.69 for a 30-day supply. I have no problems with numbness in my fingers, nor does my lower back go 'out' on me anymore. This is a natural supplement, not a drug, and it works...Period!
",68
36,1,3/22/2011 11:09:55 AM,Pain,"MingToy, 45-54 Female  on Treatment for 1 to 6 months",5,5,5,"I had surgery November 16,2009 on my back. It was my seventh surgery. My doctor told me to take a Bromelain 250mg. My doctor said that it would not only heal me faster, but help with my pain by reducing swelling and inflamation at surgery site as well as internally. The results were miraculous, to say the least! I recovered 2x as fast with this surgery than any of my previous surgeries and the pain was far less severe. I would suggest it to anyone who is facing any surgery or anyone in pain due to swelling and inflamation!!!!!!!",21
37,1,11/7/2010 11:01:14 AM,Arthritis,"GizziesMom, 45-54 on Treatment for 1 to less than 2 years (Consumer)",5,5,5,"I have Fibro, 4 operations for tendonitis and now have it in foot, and wrist, also have rhuematoid arthritis , I am allergic to anti inflamatories, the pharmasist where I work recommended Bromelain its been  one year and been pain free , no swelling, no meds, my doctor is just amazed and looked up Bromelain while I was at my appointment, she had never heard of it, all I know is before Bromelain I would have to hold onto the wall to walk downstairs in the am , I have NO pain, and I can feel a difference if I dont take Bromelain, I prefer the capsules as they are easier to swallow , check for prices on the net ,  ",21
38,1,10/9/2010 7:11:11 AM,Other,"wandawiggles, 45-54 Female  on Treatment for less than 1 month (Consumer)",5,5,5,I was to have facial injections that were certain to cause severe bruising..started taking the bromelain 3 weeks prior to this...had not the first bruising..as I already suspected it would work cause I was injured on my arm badly 1 week before injections to my face and I did not even bruise from the injury.It  REALLY works for bruising......,60
39,1,6/14/2010 12:04:56 AM,Other,"Pearlie, 55-64 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"I am highly allergic dustmite, mold, pollen and cats. I have had severe glue ear for the last month, have been taking prednisone for swelling and it worked. Started cleaning out a dusty and moldy building Prednisonde didn'tappear to work any more.Read an article about Bromelain purchased it and relief the very first day this is day three of taking it and I am delited with the results my hearing has returned and the left ear with the most  severe hearing loss has gotten much better. I can even use my cell phone on this ear. I am so dissappointed that my ENT Dr. did not tell me about this enzyme I have been going to him with this problem for five years.I want to tell the world about my experience I can't believe this has happened.",135
40,1,3/17/2010 11:46:00 AM,Pain,"Pain lower, 45-54 Female  on Treatment for 1 to less than 2 years (Consumer)",5,5,4,"Have had two major back surgeries (at age 39 and 48) and was determined to be a ""chronic pain"" patient at age 40.  Narcotics were not helping much and began to see a chiropractor.  She has assisted in me getting off all pain meds and has added bromelain.  With the combination of Chiro and Bromelain I have less pain than on narcotics.",30
41,1,3/4/2010 7:13:07 AM,Trauma,"marvelous, 55-64 Female  on Treatment for 2 to less than 5 years (Consumer)",5,5,5,"Take it on an empty stomach!  Bromelain reduces swelling and helps healing from injury, surgery or too much workout.  

This article forgets to mention the crucial instruction that you MUST take it on an empty stomach (at least an hour before/after eating, preferably more) or it will merely help your digestion.  So remember -- no food, take the bromelain!",15
42,1,1/14/2010 2:25:20 PM,Trauma,"csg, 55-64 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"I had major surgery on my foot. I have had previous foot surgeries where I did not take Bromelain, and the healing this time is much better. At the first post-op visit, 7 days, there was no bruising or discoloration. There was also less swelling than at previous, less invasive, surgeries.",6
43,1,11/29/2009 6:54:58 PM,Pain,"raymojay@sbcglobal.net, 45-54 Male  on Treatment for 1 to less than 2 years (Consumer)",4,4,4,"After removal of L4-L5 disk 5 years ago, a scar tissue build up in my lower spine causes me moderate to severe lower back pain.  In between epidural cortisone injections, the bromelain does ""take the edge off"". Especially when I prefer to avoid oxycodone, hydrocodone, aleve, and other anti inflammatories. 
The GNC brand is easier to swallow (60 tabs for $10), but the Vitamin World has the best value(120 tablets for $10). ",30
44,1,11/10/2009 9:57:27 AM,Knee pain,"Caren, 45-54 Female  on Treatment for 1 to less than 2 years (Consumer)",5,5,5,"I'm 50 and was suffering from hip bursitis, I took Bromelain by accident in a Multi enzyme formula supplement, to my surprise my hip pain went away with in 1-day of taking this multi-enzyme.  I thought it was weird, that this pain I had been having for over 5+ months, just poof was gone.  I did a little research & singled out one of the ingredients in the enzyme supplement. It turned out to be Bromelain, and its use to reduce inflammation.  I shared my experience/supplements  with others in my retail setting, where standing for long periods of time on cement floors make your joints hurt. To my surprise others also felt relief from their inflammation pain too. I have had a very positive experience with Bromelain & feel others could also benefit from its properties. I took 500 mg once a day for over 1-year with out reoccurrence of pain. I just started taking it again as I was having some knee and foot pain, and again my pain is relived  ",24
45,1,9/1/2009 9:02:36 PM,Pain,25-34 Female  on Treatment for less than 1 month (Consumer),4,4,5,Took it for 2 weeks before wisdom teeth removal and after. Did not need to fill prescription for pain medicine.,32
46,2,12/9/2017 12:28:49 PM,Arthritis,"violeta, 55-64 Female  on Treatment for 1 to 6 months (Consumer)",3,5,3,,0
47,2,11/14/2016 8:05:04 AM,Arthritis,"Rejoint, 55-64 on Treatment for 5 to less than 10 years (Consumer)",4,4,4,"i have been taking Glucosamine sulphate and chodrotin sulphate supplements for the last six years for osteoarthritis. when i started the tablet i was in serious condition of not being able to walk with pain even for 5 minutes. After three - four years of use only the tablet started working for me.. now i can walk upto half an hour without any pain...i was limping earlier even 3-4 years ago and now my walking is quite normal... rarely i have pain in the knee, that too if i walk for more than 2 km.     ",11
48,2,3/1/2016 10:47:57 AM,Arthritis,"farmacista, 75 or over on Treatment for 5 to less than 10 years (Consumer)",3,3,3,no cartilage repaired,4
49,2,12/20/2014 6:28:54 PM,Osteoarthritis,"Ed, 65-74 Male  on Treatment for 2 to less than 5 years (Consumer)",4,5,5,"I have had bone on bone in one knee for 42 years and normal age related osteoarthritis. I spend about 45 minutes to an hour daily on a treadmill and take Doctors best Glucosamine, chondroitin MSM and hyaluronic acid daily to control my arthritis. It seems to work. ",1
50,2,12/15/2014 10:10:08 AM,Arthritis,"Jmc, 65-74 Female  (Consumer)",5,5,5,"Have less knee discomfort,have been taking for over 10 years.have taken various strengths and combinations (double,triple,MSM etc.)",13
51,2,11/1/2014 12:15:30 AM,Osteoarthritis,"soulgirl, 65-74 Female  on Treatment for 10 years or more (Consumer)",5,5,5,I have bone against bone on my left thumb joint and I could not squeeze the lever to snow blow.  Using shrub clippers caused pain.  Now I can do both without pain and rarely notice my thumb joint.  I Use MSM in my Glucosamine HCI and no Chondrotin but could not find it on your product list.,1
52,2,9/29/2014 10:51:27 AM,Arthritis,"Phil, 55-64 Male  on Treatment for 1 to less than 2 years (Consumer)",4,5,4,It seems to have helped greatly.,10
53,2,8/12/2014 3:15:40 PM,Osteoarthritis,"Osteoflex,  Male  on Treatment for 10 years or more (Consumer)",3,5,3,After 20 yrs. using it I believe thet considering the fact that I had septic arthritis as a complication of surgery I could be worse than how I feel now,1
54,2,7/17/2013 2:23:58 PM,Arthritis,"artygirl1, 45-54 Female  on Treatment for less than 1 month (Consumer)",4,4,1,After taking this 3 x a day for 5 days I began to get mild stomach cramp which began to get worse after eating. I have stopped taking and are going to reduce the dose once the cramps have gone. It is a shame as my joints do feel easier already. Don't be put off trying as my husband has no side effects to this medication. ,15
55,2,5/23/2012 11:16:45 AM,Osteoarthritis,"Anne, 55-64 Female  on Treatment for 2 to less than 5 years (Consumer)",5,5,5,"This, along with gloucosamine and Omega 3 have worked wonders for my knees. ",1
56,2,10/10/2011 10:13:43 PM,Arthritis,"John15, 35-44 Male  on Treatment for 2 to less than 5 years (Consumer)",4,4,4,"I take this daily for my Arthritis and I go through a lot of it.  It's been effective for myself, check out VaporNutrition they usually have great sales on this stuff if your take it often and go through a lot like myself.

VaporNutrition.Com

Really is a great supplement Chondroitin Sulfate",12
57,2,5/1/2011 10:33:31 PM,Arthritis,"whitedove1968, 35-44 Female  on Treatment for less than 1 month (Consumer)",1,1,1,"i have arthritis in my neck. i thought it would great to be able find something to help. my best friend swears by this product. i was unaware at the time that it would affect my asthma. within one day of taking it, i started having a minimum of an attack a day. after 5 days i discontinued use.",11
58,2,5/27/2010 6:53:01 PM,Arthritis,65-74 Male  on Treatment for 5 to less than 10 years (Consumer),4,5,4,,9
59,2,10/9/2009 11:12:18 AM,Arthritis,"Davis, 65-74 Male  on Treatment for 1 to less than 2 years (Consumer)",3,4,1,"I used this product for several years for my knees,it seemed to work ok---BUT,I had prostate cancer that became agressive during use of this product.The ensuing result was a radical prostatectomy that ruined the quality of my sex life & minor incontinance problems.I can LIVE with this,because 5 years after there is no sign of the cancer.I HAVE a problem with the fact there is no warning of this possible side effect on any product containers.LET ALL MALES BE WARNED...",35
60,2,8/5/2009 6:13:59 PM,Osteoarthritis,"lolababe56, 45-54 Female  on Treatment for 1 to 6 months (Consumer)",4,5,4,"i have been taking it for my osteoarthritis now for about 6 weeks and i can feel a significant difference. I have very little morning stiffness now, and my overall pain has decreased.",8
61,3,9/18/2018 8:51:01 AM,Colds and flu,"Kristene, 35-44 on Treatment for less than 1 month (Consumer)",5,5,5,I was taking Cranberry Capsules by Vitabiotics for avoiding recurring UTI problems and chanced upon a discovery that it helps you build resistance against cold and flu virus. With all the members in  my family falling ill with the virus I was unaffected by it.,0
62,3,11/21/2017 2:55:02 PM,Respiratory tract infections,"wandajjc, 55-64 Female  on Treatment for less than 1 month (Consumer)",5,5,5,,0
63,3,10/24/2017 7:35:08 PM,Urinary Incontinence,"john, 65-74 Male  on Treatment for 1 to 6 months",5,5,5,"excellent for stress incontinence regulation is male over fifty after radical prostatectomy. I am not sure what causes poor urinary control but it improves vastly when I take cranberry caps, and I urinate less often, which may be atypical for some, is normal for me.",0
64,3,6/22/2017 3:04:58 PM,Diabetes,"SunnyCharlotte, 65-74 on Treatment for less than 1 month",5,5,5,"Having a weak urine stream, due to OAB ",0
65,3,6/22/2017 2:44:52 PM,Colds and flu,"NewportLad, 45-54 Male  on Treatment for 1 to 6 months (Consumer)",3,5,2,urine flow still burns but burns less.,0
66,3,6/4/2017 4:06:28 AM,Urinary tract infections (UTIs),35-44 on Treatment for less than 1 month,5,5,5,"I took cvs brand cranberry pills 4200 mg and it caused me to have stomach cramping, upset stomach and I have sharp and stabbing pains in my stomach.",13
67,3,6/18/2016 10:43:32 PM,Heart disease,55-64 Male  on Treatment for 6 months to less than 1 year (Consumer),4,4,4,,0
68,3,6/14/2016 12:47:51 AM,Urinary tract infections (UTIs),"barkleybabe, 55-64 on Treatment for 1 to less than 2 years (Consumer)",5,5,5,"As a frequent flyer to the Urgent Care with UTIs every 3 months and a 9 day stay in the hospital with UTI so bad that it caused my delirium (I was asymptomatic) I tried the Diet Cranberry juice.Did nothing for me. I started taking 4200mg Cranberry  Capsules, 2-3times daily. Haven't had a UTI in nearly a year! Brand name = Nature's Bounty",38
69,3,4/12/2016 5:23:03 AM,Urinary tract infections (UTIs),"AskingQuestions, 55-64 on Treatment for less than 1 month (Consumer)",5,5,5,"Had an UTI in mid 20's. Given antibiotics. Went away. Came back again approx. 3 months later. Diagnosed again. Doctor said I would probably have to live with recurring ones. I'm usually very healthy. Bothered he flippantly gave up. Give antibiotics. Didn't take them. Advised person to drink a lot of cranberry juice. After 2 days, the urination sting went away and after 2 weeks, or so, UTI was gone. NEVER had another one. Began my questioning of standard medicine and doctor's attitudes. Read on a medical site cranberry juice isn't effective after the UTI is established. As per my case, that ISN'T true because I already had the UTI before taking cranberry juice.",48
70,3,4/11/2016 12:40:41 PM,Helicobacter pylori (H pylori),"sport, 65-74 Male  on Treatment for 1 to 6 months (Consumer)",3,3,3,"The cranberry appears to keep it in check, but if I stop drinking 
Cranberry, it will come back in a day or two. Not a cure.",2
71,3,3/9/2016 12:16:10 PM,Urinary tract infections (UTIs),65-74 Male  on Treatment for less than 1 month,4,5,4,,13
72,3,11/23/2015 9:23:27 PM,Other,,5,5,5,"Note to Webmd and anyone drinking cranberry juice. 100% Pure Cranberry juice is available with no sugar or artificial sweetners is available. If you have diabetes, it would probably be best to avoid all artificial sweeteners too. It's surprising webmd wouldn't just recommend 100% juice as an option. Disappointing.",1
73,3,8/25/2015 9:16:09 AM,General Health &amp; Wellness,"Sarah, 45-54 Female  on Treatment for less than 1 month (Consumer)",1,5,1,Super bad gas when using this product which lasted for several hours. Will never use again. Not sure if cranberry high fiber content.,2
74,3,8/4/2015 12:00:00 AM,Urinary tract infections (UTIs),"CH, 45-54 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"Not sure if I had UTI or Bladder Infection but had to pee every few minutes especially in the AM and PM but trying was very painfull and could never empty the bladder. Started drinking the single servings of
Ocean Spray Cranberry Cocktail twice/three times a day and in a week or so it was gone. If I skipped a day it would come right back or, if I only drank one bottle it would come back. Have to drink enough for it to actually work. I read that a bladder infection can sometimes go away by itself, but it can also go into the Kidneys so, I suggest that if you cannot get rid of it in a short period of time, go see a Dr. Something I do now is drink some cranberry juice on a regular basis to keep the infection away.",28
75,3,4/29/2015 8:27:59 AM,UTI,"Hope, 55-64 on Treatment for 1 to 6 months (Caregiver)",5,5,5,"My Mother was having recurring UTI's and a hospice nurse suggested Cranberry supplement. So, I started ber on the most natural I could find, and she has not had a single one since. Thank God. ",3
76,3,1/19/2015 8:03:49 AM,Diabetes,"m.i.ali, 55-64 Male  on Treatment for 1 to 6 months (Consumer)",3,4,3,I am using this juice for the last couple of month.it is delicious and full of vitamin c. i am quite satisfactory with urine flow although sugar is controlled,1
77,3,1/8/2015 2:27:21 PM,UTI,"Shag, 75 or over Female  on Treatment for 5 to less than 10 years (Consumer)",5,5,5,"I had been troubled by recurring UTI's, and my urinary tract physical therapist suggested that I would have better success with the capsules rather than the straight cranberry juice.  She was absolutely right:  I take 3 trunature capsules a day and have not had any UTI's for over 3 years and have had not other complications.  Cranberry capsules are definitely for me!",3
78,3,11/30/2014 11:00:35 PM,General Health &amp; Wellness,"Marie41, 35-44 Female  on Treatment for less than 1 month (Consumer)",5,5,5,"I took a bag of cranberries and added 1 cup of water and 1 cup of Splenda and I cooked it for 5 minutes till they ""popped"".  I ate 1/2 of the pot and the next day I took my blood sugar before breakfast and it was 84 (not 95-109).   It had went down from the night before!",2
79,3,11/14/2014 10:13:06 AM,Other,"sunshine, 45-54 Female  on Treatment for 1 to 6 months (Consumer)",5,5,5,"I have irritable bowel syndrome (IBS)and several small bowel bacterial overgrowth(SIBO)for many years. I went to many doctors and they gave me many medications which did not work. Finally, I find the solution for my problems,it is cranberry 100% juice,I drink it every day,and I am happy now,no more IBS or SIBO.",3
80,3,9/14/2014 11:07:06 AM,Other,"Agnes, 45-54 Female  on Treatment for less than 1 month (Consumer)",1,5,1,Just started it,1
